chr	start	end	strand	type	transposon	gene_id	gene_name	transcript_id
chr20	36677488	36677489	+	Annotated	LTR|ERV1|MER52C	ENSG00000289373.1	ENSG00000289373	ENST00000685205.1
chr20	3673223	3673224	-	Predicted	SINE|MIR|MIR	ENSG00000149451.19	ADAM33	
chr20	37297297	37297387	+	Annotated	DNA|TcMar-Mariner|MARNA	ENSG00000101363.13	MANBAL	ENST00000397151.1
chr20	37344683	37344747	+	Annotated	SINE|MIR|MIRc	ENSG00000197122.13	SRC	ENST00000497734.5
chr20	37345050	37345051	+	Predicted	SINE|MIR|MIR3	ENSG00000197122.13	SRC	
chr20	37744645	37744646	+	Annotated	DNA|hAT-Charlie|MER117	ENSG00000132792.19	CTNNBL1	ENST00000373473.5
chr20	3795362	3795363	+	Predicted	SINE|Alu|AluSx4	ENSG00000101224.18	CDC25B	
chr20	3795692	3795843	+	Annotated	SINE|MIR|MIR	ENSG00000101224.18	CDC25B	ENST00000467519.5
chr20	380602	380786	+	Annotated	SINE|Alu|AluY	ENSG00000101255.12	TRIB3	ENST00000217233.9
chr20	38317516	38317517	-	Predicted	LTR|ERVL-MaLR|MLT1G	ENSG00000206249.3	ENSG00000206249	
chr20	38417052	38417053	-	Predicted	SINE|Alu|AluSq2	ENSG00000224635.2	ENSG00000224635	
chr20	3854426	3854427	+	Predicted	SINE|Alu|AluSz	ENSG00000088888.18	MAVS	
chr20	38805293	38805294	+	Predicted	SINE|MIR|MIRb	ENSG00000101445.10	PPP1R16B	
chr20	38985971	38985972	+	Predicted	SINE|MIR|MIR	ENSG00000101452.15	DHX35	
chr20	3929222	3929223	+	Annotated	SINE|Alu|AluJo	ENSG00000125779.24	PANK2	ENST00000621891.1
chr20	39661015	39661016	-	Predicted	LTR|ERV1?|LTR103b_Mam	ENSG00000286083.1	ENSG00000286083	
chr20	41715676	41715725	-	Annotated	LTR|ERVL|MER70A	ENSG00000288843.2	ENSG00000288843	ENST00000685138.2
chr20	4192242	4192243	+	Predicted	LINE|L1|L1ME3	ENSG00000230176.3	LINC01433	
chr20	42017877	42017878	-	Predicted	DNA|hAT-Charlie|Charlie29a	ENSG00000228959.1	ENSG00000228959	
chr20	44465327	44465349	-	Annotated	LTR|ERVL|LTR16A1	ENSG00000168746.8	LINC01620	ENST00000372910.5
chr20	44696083	44696126	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000132832.10	ENSG00000244558.6	
chr20	44738954	44738981	-	Predicted	LTR|ERVL-MaLR|MLT1J2	ENSG00000244558.6	KCNK15-AS1	
chr20	45246705	45246706	+	Predicted	DNA|TcMar-Tigger|Tigger4	ENSG00000290777.1	ENSG00000290777	
chr20	45407876	45407889	-	Annotated	SINE|MIR|MIRb	ENSG00000124251.11	TP53TG5	ENST00000494455.5
chr20	45419906	45419943	+	Annotated	SINE|MIR|MIRb	ENSG00000124155.19	PIGT	ENST00000639872.1
chr20	45884986	45884987	+	Predicted	SINE|Alu|AluSx1	ENSG00000064601.21	CTSA	
chr20	45931001	45931004	+	Predicted	SINE|Alu|AluSx1	ENSG00000100982.12	PCIF1	
chr20	45932750	45932805	+	Predicted	SINE|Alu|AluSx3	ENSG00000100982.12	PCIF1	
chr20	46376966	46376967	-	Annotated	DNA|hAT-Charlie|MER3	ENSG00000062598.18	ELMO2	ENST00000481852.5
chr20	46398906	46398969	-	Predicted	SINE|MIR|MIRc	ENSG00000062598.18	ELMO2	
chr20	46432984	46432985	-	Annotated	LTR|ERVL|ERV3-16A3_I-int	ENSG00000062598.18	ELMO2	ENST00000487583.5
chr20	46684466	46684485	-	Annotated	LTR|ERVL-MaLR|THE1C	ENSG00000158296.14	SLC13A3	ENST00000372121.5
chr20	47412143	47412144	-	Annotated	LTR|ERVL|LTR16E1			NR_146496.1
chr20	47786829	47786876	-	Predicted	SINE|MIR|MIR	ENSG00000196562.16	SULF2	
chr20	47990084	47990127	-	Annotated	DNA|hAT-Charlie|MER20	ENSG00000237423.3	LINC01522	ENST00000673791.1
chr20	48359884	48359951	+	Annotated	LINE|L2|L2b	ENSG00000235621.10	LINC00494	ENST00000666125.1
chr20	48360127	48360128	+	Predicted	LINE|L2|L2b	ENSG00000235621.10	LINC00494	
chr20	48360241	48360242	+	Annotated	LINE|L2|L2b	ENSG00000235621.10	LINC00494	ENST00000652930.1
chr20	48651583	48651584	-	Predicted	LINE|L2|L2a	ENSG00000124126.14	PREX1	
chr20	48888173	48888174	-	Predicted	LTR|ERVL-MaLR|THE1A	ENSG00000124126.14	PREX1	
chr20	49231024	49231025	+	Predicted	LINE|L2|L2b	ENSG00000124228.15	DDX27	
chr20	49484597	49484598	-	Predicted	LINE|L2|L2a	ENSG00000158445.10	KCNB1	
chr20	5010269	5010313	-	Annotated	LTR|ERVL|MLT2B2	ENSG00000089057.15	SLC23A2	ENST00000379333.5
chr20	50172414	50172431	+	Predicted	LTR|ERVL|LTR33A_	ENSG00000231742.6	ENSG00000234698.1	
chr20	50172516	50172596	+	Annotated	LTR|ERVL|LTR33A_	ENSG00000231742.6	LINC01273	ENST00000411453.3
chr20	50277534	50277535	+	Annotated	LINE|L2|L2a	ENSG00000224397.9	PELATON	ENST00000421019.1
chr20	50312353	50312354	+	Predicted	LINE|L2|L2a	ENSG00000203999.10	LINC01270	
chr20	50922599	50922600	-	Predicted	SINE|Alu|AluSx3	ENSG00000101126.18	ADNP	
chr20	51862911	51862913	-	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000227964.1	LINC01429	ENST00000438154.1
chr20	52105643	52105672	-	Annotated	DNA|hAT-Charlie|MER5A1	ENSG00000020256.20	ZFP64	ENST00000371523.8
chr20	52204307	52204308	-	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000020256.20	ZFP64	ENST00000461898.1
chr20	52621863	52621864	+	Predicted	LTR|ERVL-MaLR|MLT1K	ENSG00000234948.2	LINC01524	
chr20	52671779	52671836	+	Annotated	SINE|MIR|MIRb	ENSG00000232294.6	ENSG00000232294	ENST00000661421.1
chr20	52677021	52677022	+	Predicted	LTR|ERVL|LTR33	ENSG00000232294.6	ENSG00000232294	
chr20	54029368	54029369	-	Annotated	DNA|hAT-Charlie|MER20	ENSG00000064787.14	BCAS1	ENST00000685429.1
chr20	54059019	54059020	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000064787.14	BCAS1	ENST00000686565.1
chr20	54255516	54255517	+	Predicted	LTR|ERV1|LTR45B	ENSG00000286229.1	ENSG00000286229	
chr20	5445720	5445799	-	Annotated	LTR|ERVL-MaLR|MLT1F	ENSG00000226995.9	LINC00658	ENST00000665791.1
chr20	55468485	55468486	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000235166.8	LINC01440	
chr20	55744937	55744938	-	Annotated	LTR|ERVL|MER70B	ENSG00000287478.1	ENSG00000287478	ENST00000661549.1
chr20	55745023	55745032	-	Predicted	LTR|ERVL|MER70B	ENSG00000287478.1	ENSG00000287478	
chr20	57349257	57349258	+	Predicted	LTR|ERV1|LTR12C	ENSG00000101146.13	RAE1	
chr20	57711019	57711020	-	Predicted	SINE|MIR|MIR	ENSG00000124225.16	PMEPA1	
chr20	57712707	57712733	-	Predicted	DNA|hAT|MER53	ENSG00000124225.16	PMEPA1	
chr20	58519505	58519506	+	Predicted	SINE|MIR|MIRc	ENSG00000231290.7	APCDD1L-DT	
chr20	58773425	58773426	+	Annotated	LINE|L1|L1MC5			NR_134566.1
chr20	58990388	58990389	+	Predicted	SINE|Alu|AluSp	ENSG00000101158.15	NELFCD	
chr20	59750378	59750379	+	Predicted	DNA|hAT-Charlie|MER5B	ENSG00000087495.17	PHACTR3	
chr20	59843455	59843456	+	Annotated	LINE|L1|L1MA4A	ENSG00000087495.17	PHACTR3	ENST00000473657.1
chr20	59855897	59855898	+	Predicted	LINE|L1|L1PA4	ENSG00000196227.11	FAM217B	
chr20	60321544	60321545	+	Annotated	LINE|L1|L1MD2	ENSG00000228340.8	MIR646HG	ENST00000663127.1
chr20	60434533	60434534	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000228340.8	MIR646HG	
chr20	61755024	61755056	-	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000225106.1	ENSG00000225106	ENST00000447909.1
chr20	62603114	62603115	-	Annotated	LINE|L1|L1MEf	ENSG00000273812.3	LINC02970	ENST00000617730.1
chr20	62603174	62603189	-	Annotated	LINE|L1|L1MEf	ENSG00000273812.3	LINC02970	ENST00000661583.1
chr20	62776855	62776856	-	Annotated	LTR|ERVL|LTR16A			"NR_046224.1, NR_046225.1"
chr20	63860233	63860234	+	Predicted	DNA|hAT|MER53	ENSG00000101150.18	ENSG00000290226.1	
chr20	63861221	63861222	+	Predicted	SINE|Alu|AluJo	ENSG00000101150.18	ENSG00000290226.1	
chr20	63864523	63864524	+	Predicted	SINE|Alu|AluSq2	ENSG00000101150.18	ENSG00000290226.1	
chr20	64304334	64304336	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000149656.9	ENSG00000149656	
chr21	13494030	13494031	-	Predicted	LTR|ERVL|LTR16	ENSG00000226930.1	GTF2IP2	
chr21	14744607	14744608	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000232884.11	ENSG00000232884	ENST00000688014.1
chr21	14763014	14763015	-	Annotated	LINE|L2|L2a	ENSG00000232884.11	ENSG00000232884	ENST00000673788.1
chr21	14857708	14857711	-	Predicted	LTR|ERVL-MaLR|MLT1H	ENSG00000235609.7	ENSG00000281903.3	
chr21	14881974	14881975	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000281903.3	LINC02246	ENST00000418954.2
chr21	16011465	16011466	+	Annotated	LTR|ERVL-MaLR|MLT1I-int	ENSG00000215386.15	MIR99AHG	ENST00000664579.1
chr21	16011656	16011676	+	Annotated	LTR|ERVL-MaLR|MLT1I-int	ENSG00000215386.15	MIR99AHG	ENST00000697971.1
chr21	16041084	16041120	+	Annotated	LTR|ERVL|MER77B	ENSG00000215386.15	MIR99AHG	ENST00000697973.1
chr21	18485867	18485892	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000154646.9	TMPRSS15	ENST00000422787.1
chr21	18489620	18489621	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000154646.9	TMPRSS15	
chr21	18759803	18759822	-	Annotated	LTR|ERV1|LTR17	ENSG00000224141.6	MIR548XHG	ENST00000437492.6
chr21	18760026	18760027	-	Annotated	LTR|ERV1|LTR17	ENSG00000224141.6	MIR548XHG	ENST00000656413.1
chr21	18760282	18760320	-	Annotated	LTR|ERV1|LTR17	ENSG00000224141.6	MIR548XHG	ENST00000671206.1
chr21	19047683	19047684	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000235965.2	ENSG00000235965	ENST00000450653.2
chr21	20258684	20258685	-	Annotated	LTR|ERVL|MER54B			NR_151724.1
chr21	20258819	20258820	-	Annotated	LTR|ERVL|MER54B	ENSG00000233236.1	LINC02573	ENST00000436373.1
chr21	21686328	21686329	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000237527.1	ENSG00000237527	ENST00000416182.1
chr21	22098616	22098618	+	Annotated	LTR|ERVL|MER70A	ENSG00000184856.7	LINC00308	ENST00000657104.1
chr21	23384799	23384865	-	Annotated	LTR|ERVL|MLT2B3	ENSG00000228592.2	D21S2088E	ENST00000655729.1
chr21	23384919	23384948	-	Annotated	LTR|ERVL|MLT2B3	ENSG00000228592.2	D21S2088E	ENST00000262354.5
chr21	23857081	23857082	+	Annotated	LTR|ERV1|LTR12_	ENSG00000287612.1	ENSG00000287612	ENST00000661152.1
chr21	25934341	25934342	+	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000233783.8	ENSG00000233783	ENST00000596669.1
chr21	26405943	26405944	+	Annotated	LTR|ERVL|LTR16	ENSG00000197934.8	CYYR1-AS1	ENST00000357401.3
chr21	27387468	27387469	+	Predicted	LINE|L1|L1MEf	ENSG00000236332.2	ENSG00000236332	
chr21	27638613	27638651	+	Annotated	LINE|L1|HAL1	ENSG00000234052.2	LINC01673	ENST00000426418.2
chr21	27954922	27954923	+	Annotated	SINE|tRNA|LFSINE_Vert	ENSG00000234083.1	ENSG00000234083	ENST00000433344.1
chr21	28048414	28048448	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000232079.7	LINC01697	ENST00000458316.1
chr21	28225991	28225992	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000236532.6	LINC01695	
chr21	28378289	28378290	-	Predicted	LINE|L2|L2c	ENSG00000232855.7	ENSG00000232855	
chr21	28417158	28417159	-	Predicted	LINE|L2|L2c	ENSG00000232855.7	ENSG00000232855	
chr21	28674842	28674848	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000232855.7	ENSG00000232855	ENST00000433310.6
chr21	29009647	29009693	-	Predicted	SINE|Alu|AluY	ENSG00000156253.7	RWDD2B	
chr21	29122055	29122056	+	Annotated	DNA|hAT-Charlie|Charlie29a	ENSG00000156265.16	MAP3K7CL	ENST00000460883.5
chr21	29193396	29193495	+	Annotated	LTR|ERV1|MER50B	ENSG00000215533.8	LINC00189	ENST00000447125.5
chr21	29434290	29434291	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000156273.16	BACH1	
chr21	31088017	31088021	-	Predicted	LTR|ERV1|LTR12D	ENSG00000228941.1	UBE3AP2	
chr21	32788613	32788614	+	Predicted	DNA|TcMar-Tigger|Tigger20a	ENSG00000205930.11	C21orf62-AS1	
chr21	32937240	32937242	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000205930.11	C21orf62-AS1	
chr21	33122084	33122085	-	Annotated	LTR|ERVL-MaLR|MLT1M	ENSG00000226527.2	ENSG00000226527	ENST00000655501.1
chr21	33931606	33931607	-	Annotated	LINE|L1|L1PA2	ENSG00000249209.2	ENSG00000249209	ENST00000429238.2
chr21	33968463	33968482	-	Predicted	LTR|ERVL-MaLR|MLT1J	ENSG00000273102.2	ENSG00000273102	
chr21	33968572	33968573	-	Annotated	LTR|ERVL-MaLR|MLT1J	ENSG00000273102.2	ENSG00000273102	ENST00000607953.2
chr21	34293682	34293683	+	Predicted	LINE|L2|L2b	ENSG00000214955.5	ENSG00000272657.1	
chr21	34512206	34512225	-	Annotated	LTR|Gypsy|MamGyp-int	ENSG00000180509.13	KCNE1	ENST00000399286.3
chr21	34782126	34782127	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000234380.3	LINC01426	
chr21	36005134	36005138	+	Annotated	LTR|ERV1|MER48	ENSG00000231106.3	LINC01436	ENST00000457157.3
chr21	36005320	36005326	+	Annotated	LTR|ERV1|MER48			NR_110419.1
chr21	36104688	36104689	+	Predicted	LTR|ERV1|LTR10F	ENSG00000233393.2	ENSG00000233393	
chr21	36104881	36104893	+	Annotated	LTR|ERV1|HERVIP10FH-int	ENSG00000233393.2	ENSG00000233393	ENST00000422473.1
chr21	36281484	36281488	+	Predicted	DNA|TcMar-Tigger|Tigger19b	ENSG00000142197.13	DOP1B	
chr21	36466466	36466467	-	Annotated	LTR|ERVL-MaLR|THE1C			NM_012130.4
chr21	36580172	36580173	+	Annotated	LTR|ERVL-MaLR|MLT1M	ENSG00000286852.1	ENSG00000286852	ENST00000660763.1
chr21	37425691	37425692	+	Predicted	LINE|L1|L1M8	ENSG00000157540.22	DYRK1A	
chr21	38121316	38121378	-	Annotated	LTR|ERV1|LTR9	ENSG00000157542.11	ENSG00000184029.9	
chr21	38141262	38141273	+	Predicted	LTR|ERVL-MaLR|MSTA	ENSG00000198054.12	DSCR8	
chr21	38905398	38905459	-	Annotated	LTR|ERV1|LTR9B	ENSG00000205622.13	ENSG00000205622	ENST00000663561.1
chr21	38956484	38956485	-	Predicted	SINE|MIR|MIRb	ENSG00000205622.13	ENSG00000205622	
chr21	38959431	38959432	+	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000289445.2	ENSG00000289445	ENST00000684917.2
chr21	39335788	39335789	-	Predicted	SINE|Alu|AluY	ENSG00000185658.14	BRWD1	
chr21	39657327	39657334	+	Annotated	LTR|ERVL|MLT2B3	ENSG00000183778.19	B3GALT5	ENST00000380618.5
chr21	40383083	40383084	+	Annotated	SINE|Alu|AluSx	ENSG00000235123.5	DSCAM-AS1	ENST00000422749.5
chr21	41152344	41152345	-	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000226496.3	LINC00323	
chr21	41186772	41186788	-	Annotated	LTR|ERV1|MER66B	ENSG00000280109.3	PLAC4	ENST00000430327.6
chr21	41430534	41430535	+	Predicted	DNA|hAT-Charlie|Charlie2b	ENSG00000157601.15	MX1	
chr21	41442169	41442170	+	Annotated	LINE|L1|L1M2	ENSG00000157601.15	MX1	ENST00000680637.1
chr21	41512107	41512108	-	Annotated	LTR|ERVL|ERVL-B4-int	ENSG00000184012.14	TMPRSS2	ENST00000679263.1
chr21	41679181	41679182	+	Annotated	LTR|ERVL-MaLR|MLT1H	ENSG00000227702.1	LINC00111	ENST00000413718.1
chr21	41922176	41922177	-	Predicted	SINE|Alu|AluJo	ENSG00000157617.17	C2CD2	
chr21	42400081	42400082	+	Predicted	SINE|Alu|AluSx	ENSG00000160185.15	UBASH3A	
chr21	42405780	42405781	-	Predicted	LINE|L2|L2b	ENSG00000160183.17	TMPRSS3	
chr21	42910256	42910260	+	Predicted	SINE|Alu|AluSq2	ENSG00000160194.18	NDUFV3	
chr21	42925629	42925630	-	Annotated	LTR|ERV1|MER48	ENSG00000233056.4	ERVH48-1	ENST00000447535.2
chr21	42925750	42925821	-	Predicted	LTR|ERV1|MER48	ENSG00000233056.4	ERVH48-1	
chr21	43004134	43004171	+	Predicted	SINE|Alu|AluSp	ENSG00000160199.15	PKNOX1	
chr21	43004226	43004340	+	Predicted	SINE|Alu|AluSp	ENSG00000160199.15	PKNOX1	ENST00000560448.5
chr21	43332038	43332039	-	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000237864.1	LINC00322	ENST00000450205.1
chr21	43797423	43797424	+	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000160214.13	RRP1	
chr21	44305194	44305195	+	Annotated	SINE|MIR|MIRc	ENSG00000141959.17	PFKL	ENST00000491298.1
chr21	44483044	44483045	+	Annotated	SINE|Alu|AluSz	ENSG00000289857.1	ENSG00000289857	ENST00000701122.1
chr21	44485441	44485517	+	Annotated	LTR|ERV1|LTR1A2	ENSG00000228709.3	LINC02575	ENST00000622854.2
chr21	44485571	44485572	+	Annotated	LTR|ERV1|LTR1A2	ENSG00000228709.3	LINC02575	ENST00000698336.1
chr21	44748900	44748901	+	Annotated	DNA|hAT-Charlie|MER5A	ENSG00000289144.2	ENSG00000289144	ENST00000685999.2
chr21	45004601	45004614	-	Predicted	LINE|L1|L1MB7	ENSG00000275874.1	PICSAR	
chr21	45004726	45004727	-	Annotated	LINE|L1|L1MB7	ENSG00000275874.1	PICSAR	ENST00000615826.1
chr21	45134716	45134717	+	Predicted	LINE|L1|L1M	ENSG00000197381.18	ADARB1	
chr21	45288977	45288978	+	Predicted	LINE|L1|L1M5	ENSG00000223768.4	LINC00205	
chr21	45347547	45347562	+	Annotated	LINE|L1|L1MC5a	ENSG00000289448.2	ENSG00000289448	ENST00000689879.2
chr21	45593654	45593679	+	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000233922.4	LINC01694	ENST00000441095.2
chr21	45607386	45607387	+	Annotated	LINE|L1|L1MB5	ENSG00000286594.1	ENSG00000286594	ENST00000655224.1
chr21	45858937	45858938	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000183570.17	PCBP3	ENST00000498121.1
chr21	46142332	46142333	-	Predicted	LTR|ERV1|LTR12	ENSG00000160282.15	FTCD	
chr21	46142405	46142406	-	Predicted	LTR|ERV1|LTR12	ENSG00000160282.15	FTCD	
chr21	46142700	46142741	-	Annotated	LTR|ERV1|LTR12	ENSG00000160282.15	FTCD	ENST00000494498.2
chr21	46247482	46247483	-	Predicted	SINE|Alu|AluSx1	ENSG00000160294.11	MCM3AP	
chr21	8205990	8206005	+	Predicted	DNA|hAT-Tip100|FordPrefect	ENSG00000278996.1	ENSG00000280441.3	
chr22	16583966	16583967	+	Predicted	SINE|Alu|AluSx1	ENSG00000290418.1	TPTEP1	
chr22	16611659	16611660	+	Predicted	LTR|ERV1|LTR7Y	ENSG00000283633.1	ENSG00000290418.1	
chr22	16691479	16691480	-	Predicted	SINE|Alu|AluY	ENSG00000273244.1	ENSG00000273244	
chr22	17209908	17209909	-	Predicted	SINE|Alu|AluY	ENSG00000093072.19	ADA2	
chr22	17706474	17706476	+	Predicted	SINE|MIR|MIRc	ENSG00000099968.18	BCL2L13	
chr22	17706529	17706581	+	Predicted	SINE|MIR|MIRc	ENSG00000099968.18	BCL2L13	
chr22	17829183	17829184	-	Predicted	SINE|Alu|AluSp	ENSG00000243156.9	MICAL3	
chr22	18029385	18029386	+	Annotated	LINE|CR1|L3	ENSG00000235295.2	LINC01634	ENST00000443243.2
chr22	18149851	18150185	+	Annotated	SINE|Alu|AluSx	ENSG00000184979.11	USP18	ENST00000699060.1
chr22	18389967	18389968	-	Predicted	SINE|MIR|MIR	ENSG00000274044.5	FAM230J	
chr22	18537690	18537755	-	Predicted	SINE|Alu|AluSc	ENSG00000290425.1	PI4KAP1	
chr22	18537901	18537902	-	Predicted	SINE|Alu|AluSc	ENSG00000290425.1	PI4KAP1	
chr22	18548914	18548930	-	Predicted	LINE|L1|L1ME4a	ENSG00000290425.1	PI4KAP1	
chr22	18550950	18550951	-	Predicted	LINE|L2|L2b	ENSG00000290425.1	PI4KAP1	
chr22	18937375	18937376	+	Annotated	LINE|L1|L1MB7			NR_173080.1
chr22	18938675	18938676	+	Predicted	LTR|ERVK|LTR5_Hs	ENSG00000284294.1	ENSG00000284294	
chr22	18939446	18939470	+	Annotated	LTR|ERVK|LTR5_Hs	ENSG00000284294.1	ENSG00000284294	ENST00000638287.1
chr22	20498668	20498669	+	Predicted	LTR|ERV1|MER39	ENSG00000099917.17	MED15	
chr22	21014981	21015191	+	Annotated	LINE|L2|L2b	ENSG00000099957.17	P2RX6	ENST00000442475.5
chr22	21567547	21567548	+	Annotated	LINE|L2|L2b	ENSG00000185651.16	UBE2L3	ENST00000545681.2
chr22	22287219	22287220	-	Annotated	LINE|L1|L1MEd	ENSG00000274422.1	ENSG00000274422	ENST00000610778.1
chr22	23536881	23536900	+	Annotated	LTR|ERVK|LTR5_Hs	ENSG00000280623.1	PCAT14	ENST00000629869.1
chr22	23538102	23538103	+	Annotated	LTR|ERVK|LTR5B			NR_109832.1
chr22	23543863	23543864	+	Annotated	LTR|ERVK|HERVK-int	ENSG00000280623.1	PCAT14	ENST00000627127.1
chr22	23686995	23686996	-	Predicted	SINE|MIR|MIRb	ENSG00000228315.12	GUSBP11	
chr22	23766470	23766471	-	Predicted	SINE|Alu|AluSx3	ENSG00000250479.9	CHCHD10	
chr22	23958963	23958964	-	Predicted	SINE|MIR|MIRb	ENSG00000133433.11	ENSG00000290199.1	
chr22	25212085	25212106	+	Annotated	SINE|MIR|MIR	ENSG00000236641.2	ENSG00000236641	ENST00000454253.2
chr22	25520683	25520684	+	Predicted	LTR|ERVL-MaLR|MLT1K	ENSG00000100077.16	ENSG00000291087.1	
chr22	26479850	26479851	-	Annotated	LINE|L2|L2b	ENSG00000100099.22	HPS4	ENST00000699234.1
chr22	26511195	26511196	-	Predicted	LTR|ERVL|MLT2A1	ENSG00000100109.17	TFIP11	
chr22	26511317	26511318	-	Predicted	LTR|ERVL|MLT2A1	ENSG00000100109.17	TFIP11	
chr22	26646815	26646816	+	Annotated	LTR|Gypsy?|LTR85c	ENSG00000225783.9	MIAT	ENST00000660931.1
chr22	26735074	26735075	+	Annotated	LINE|L2|L2b	ENSG00000244625.7	MIATNB	ENST00000662474.1
chr22	26778457	26778458	+	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000244625.7	MIATNB	
chr22	26860526	26860579	+	Annotated	LTR|ERV1|LTR12_	ENSG00000223704.2	LINC01422	ENST00000671424.1
chr22	27143460	27143461	+	Predicted	LTR|ERVL|LTR33	ENSG00000231405.1	ENSG00000231405	
chr22	27226801	27226802	-	Predicted	LTR|ERVL-MaLR|MLT1F2	ENSG00000233521.8	LINC01638	
chr22	27920133	27920134	-	Annotated	LINE|L2|L2b	ENSG00000180957.19	PITPNB	ENST00000415296.5
chr22	29554450	29554451	-	Predicted	SINE|Alu|AluSz	ENSG00000100296.14	THOC5	
chr22	29833614	29833615	-	Predicted	SINE|MIR|MIRc	ENSG00000100325.15	ASCC2	
chr22	29834550	29834689	-	Predicted	SINE|MIR|MIR3	ENSG00000100325.15	ASCC2	ENST00000458594.5
chr22	29834742	29834746	-	Predicted	SINE|MIR|MIR3	ENSG00000100325.15	ASCC2	
chr22	30597862	30597863	+	Predicted	LTR|ERV1|LTR12C	ENSG00000185339.10	TCN2	
chr22	30969853	30969960	+	Annotated	SINE|MIR|MIR1_Amn	ENSG00000253352.10	TUG1	ENST00000643280.1
chr22	30970182	30970183	+	Annotated	DNA|hAT-Charlie|Charlie4z	ENSG00000253352.10	TUG1	ENST00000644027.1
chr22	30972049	30972050	+	Predicted	LINE|L2|L2c	ENSG00000253352.10	TUG1	
chr22	31351142	31351143	-	Predicted	LINE|L1|HAL1b	ENSG00000100105.18	PATZ1	
chr22	31640904	31640905	-	Predicted	SINE|Alu|AluSq2	ENSG00000241878.12	PISD	
chr22	31791927	31791928	+	Predicted	SINE|Alu|AluSc	ENSG00000100150.20	DEPDC5	
chr22	31853248	31853249	+	Annotated	LINE|CR1|L3	ENSG00000100150.20	DEPDC5	ENST00000643021.1
chr22	32059138	32059171	+	Annotated	SINE|Alu|AluSz6	ENSG00000100170.10	SLC5A1	ENST00000543737.2
chr22	35231044	35231064	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000233080.3	LINC01399	ENST00000423311.1
chr22	35615712	35615713	-	Annotated	SINE|MIR|MIR3	ENSG00000198125.13	MB	ENST00000401702.5
chr22	35635133	35635134	-	Annotated	LTR|ERVL|MLT2B1	ENSG00000268818.2	ENSG00000268818	ENST00000472240.1
chr22	36220572	36220573	+	Annotated	LTR|ERVL|MLT2B3	ENSG00000288778.2	ENSG00000288778	ENST00000691931.2
chr22	36388594	36388627	+	Annotated	LINE|L2|L2c	ENSG00000223695.1	MYH9-DT	ENST00000424761.1
chr22	36481575	36481729	-	Annotated	SINE|Alu|AluSc	ENSG00000100348.10	TXN2	ENST00000416967.1
chr22	36481900	36482014	-	Predicted	SINE|Alu|AluSc	ENSG00000100348.10	TXN2	
chr22	36498396	36498397	-	Annotated	DNA|hAT-Charlie|MER58B	ENSG00000100350.16	FOXRED2	ENST00000366463.6
chr22	36815390	36815391	-	Annotated	SINE|MIR|MIRc	ENSG00000100362.13	PVALB	ENST00000404171.1
chr22	37175053	37175056	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000100385.15	IL2RB	ENST00000445595.2
chr22	37185455	37185507	-	Predicted	SINE|MIR|MIRc	ENSG00000133466.14	C1QTNF6	
chr22	37190928	37190929	-	Predicted	LTR|ERV1|MER41-int	ENSG00000133466.14	C1QTNF6	
chr22	37191737	37191738	-	Predicted	LTR|ERV1|MER41-int	ENSG00000133466.14	C1QTNF6	
chr22	37514804	37514805	-	Annotated	SINE|MIR|MIR	ENSG00000100065.15	CARD10	ENST00000494166.1
chr22	37608061	37608062	+	Predicted	LINE|L2|L2b	ENSG00000100083.19	GGA1	
chr22	37608340	37608388	+	Predicted	SINE|MIR|MIRb	ENSG00000100083.19	GGA1	
chr22	37612661	37612662	+	Predicted	SINE|Alu|AluY	ENSG00000100083.19	GGA1	
